NOMBRE;SEXO;ORIGEN;SIGNIFICADO
EFRATH;F;S/O;S/S
EFREM;M;S/O;VARIANTE DE EFRAIM-SAN EFRAM, OBISPO DE CARIA EN EL SIGLO V
EFREN;M;HEBREO;EL QUE FRUCTIFICA, EL QUE DA FRUTOS
EGAN;M;S/O;S/S
EGBERTO;M;GERMANICO;BRILLANTE POR SU ESPADA
EGDUNO;M;S/O;S/S
EGEO;M;GRIEGO;DE LA UNION DE PANDION CON PILA, HIJA DELREY PILAS, NACE EGEO, AL IGUAL QUE SUS HERMANOS EN MEGARA
EGIDIO;M;GRIEGO;S/S
EGIPCIACA;F;S/O;S/S
EGISTO;M;GRIEGO;CRIADO CON LA LECHE DE CABRA, EN LA MITOLO-GIA, EL AMANTE DE CLITEMESTRA Y EL ASESINO DE AGAMENON, MUERTO A SU VEZPOR ORESTES
EGLE;F;GRIEGO;BRILLO DEL SOL, LA ESPLENDOROSA, UNA DE LASLLAMADAS HELIADES (HIJAS DEL SOL) MADRE DE LAS GRACIAS
EGMIDIO;M;S/O;S/S
EGON;M;LATINO;S/S
EIAL;M;S/O;S/S
EIBE;M;S/O;S/S
EIICHI;M;S/O;S/S
EILEEN;F;S/O;S/S
EILENE;F;S/O;S/S
EIMI;F;S/O;S/S
EINAR;M;S/O;S/S
EINAT;F;S/O;S/S
EIRA;F;S/O;S/S
EIRENE;F;S/O;S/S
EITAN;M;S/O;S/S
EITEL;M;S/O;S/S
EITHAN;M;S/O;S/S
EKATERINA;F;S/O;S/S
ELA;F;HEBREO;SU SIGNIFICADO ES DESCONOCIDO-CUARTO REYDE ISRAEL, HIJO DE BASA REY CONTEMPORANEO EN JUDA
ELADIA;F;S/O;S/S
ELADIO;M;GRIEGO;ARROGANTE-EL QUE HA NACIDO Y VIVIDO ENGRECIA
ELAINE;F;S/O;S/S
ELAIS;F;S/O;S/S
ELAL;A;S/O;S/S
ELATA;F;S/O;S/S
ELAZAR;M;S/O;S/S
ELBA;F;GERMANICO;ALTA, LA QUE VIENE DE LA MONTAÑA, SANTAELBA, ABADESA DE ESCOCIA
ELBIA;F;S/O;S/S
ELBIO;M;CELTICO;QUE SOBRESALE POR SU ALTURA
ELCIRA;F;TEUTON;EL NOBLE ADORNO, DERIVADO DE ALCIRA
ELDA;F;TEUTON;S/S
ELDEN;M;S/O;S/S
ELDON;M;S/O;S/S
ELDORA;F;S/O;S/S
ELEA;F;S/O;S/S
ELEANA;F;S/O;S/S
ELEANOR;F;S/O;S/S
ELEAZAR;M;HEBREO;DIOS HA AYUDADO , CABEZA DE ESTIRPE SACERDOTAL DE SU NOMBRE Y CUYA TUMBA SE SEÑALABA EN LAS MONTAÑAS DE EFRAN
ELEAZARO;M;HEBREO;S/S
ELECTRA;F;GRIEGO;AMBAR-BRILLANTE-HIJA DE OCEANO Y DE TETISQUE UNIDA A TAUMANTE-EL HIJO DE PONTO Y GEA, ENGENDRO A IRIS Y A LASHARPIAS AELO Y OCIPITE
ELEK;M;S/O;S/S
ELENA;F;GRIEGO;"ANTORCHA, COMO LA AURORA DE BELLA, EL RES-PLANDOR DEL SOL, DE LA RAIZ INDOEUROPEA"" SUEL"" ARDER"
ELENI;F;S/O;S/S
ELENIO;M;S/O;S/S
ELENO;M;S/O;S/S
ELEODORO;M;GRIEGO;LLEGADO DEL SOL, COMO EL SOL.GENEROMASCULINO
ELEONOR;F;PROVENZAL;VARIANTE DE ELENA
ELEONORA;F;S/O;VARIANTE DE ELENA
ELEORA;F;S/O;S/S
ELEUTERIA;F;GRIEGO;S/S
ELEUTERIO;M;S/O;S/S
ELFRIDA;F;S/O;S/S
ELHANAN;M;S/O;S/S
ELI;M;HEBREO;YAHVEH ES GRANDE, ALTURA, EXALTADO, SUBLIME-SACERDOTE EN EL SANTUARIO DE ARCA, EN SILO, RELACIONADO CON LA HISTORIADE LA JUVENTUD DE SAMUEL Y LAS GUERRAS DE LOS FILISTEOS
ELIA;F;S/O;S/S
ELIAB;M;S/O;S/S
ELIAHU;M;S/O;S/S
ELIAM;M;S/O;S/S
ELIAN;M;S/O;S/S
ELIANA;F;LATINO;PATRONIMICO LATINO DEL GRIEGO SOL, PERTENECIENTE AL SOL, VARIEDAD DE ELIO
ELIANE;F;S/O;S/S
ELIAS;M;HEBREO;YAHVEH ES DIOS, DIOS ME DOMINA, FUE EL SAL-VADOR DE LA RELIGION DE YAHVEHY SU POPULARIDAD LLEGO A SER LEGENDARIAVIVIO EN EL TIEMPO DEL REY AJAB
ELICIO;M;S/O;S/S
ELIDA;F;S/O;"VARIANTE DE ""ALIDA"""
ELIDE;F;S/O;S/S
ELIDO;M;S/O;S/S
ELIE;F;S/O;S/S
ELIECER;M;S/O;S/S
ELIEL;M;S/O;S/S
ELIEZER;M;HEBREO;S/S
ELIGIO;M;LATINO;"DEL LATIN ""ELIGIUS"", EL ELEGIDO DE DIOS, VARIEDAD DE ELOY"
ELIJAH;M;S/O;S/S
ELILIA;F;S/O;S/S
ELIMELEJ;M;S/O;S/S
ELIMENAS;M;S/O;S/S
ELIN;F;S/O;S/S
ELINA;F;S/O;DERIVADO DE ELENA, LA AURORA
ELIO;M;LATINO;REY QUE AMA EL AIRE, VARIANTE DE HELIO
ELIOT;M;S/O;S/S
ELIOTT;M;S/O;S/S
ELIS;F;S/O;S/S
ELISA;F;HEBREO;DIOS LO ES TODO, EL JURAMENTO DE DIOS, VARIEDAD DE ISABEL
ELISABET;F;S/O;S/S
ELISABETH;F;S/O;S/S
ELISABETTA;F;S/O;S/S
ELISANDRO;M;S/O;S/S
ELISE;F;S/O;S/S
ELISEA;F;S/O;S/S
ELISENDA;F;S/O;S/S
ELISEO;M;HEBREO;DIOS HA AYUDADO, DIOS CUIDA MI SALUD, ELPROFETA, HEREDERO ESPIRITUAL DE ELIAS, ELISEO EQUIVALE A JOSUE Y A JESUS
ELISHEBA;F;S/O;S/S
ELISHEVA;F;S/O;S/S
ELISIO;M;S/O;S/S
ELISKA;F;S/O;S/S
ELISSA;F;S/O;S/S
ELITA;F;S/O;S/S
ELIZA;F;S/O;S/S
ELIZABETH;F;HEBREO;"CONSAGRADA A DIOS, VARIANTE GRAFICA INGLESADE ""ISABEL"", HIPOCORISTICO LILIBET-LIZ-LIZZIE-BESS-BESSIE-BETH-BETSY-BETTY"
ELJANAN;M;S/O;S/S
ELKA;F;S/O;S/S
ELKAN;M;S/O;S/S
ELKE;F;S/O;S/S
ELLA;F;S/O;S/S
ELLEMA;F;S/O;S/S
ELLERY;M;S/O;S/S
ELLIE;F;S/O;S/S
ELLIOT;M;S/O;S/S
ELLIS;A;S/O;S/S
ELMA;F;S/O;ABREVIACION DE GUILLERMINA
ELMINA;F;S/O;S/S
ELMO;M;S/O;S/S
ELODIA;F;GRIEGO;RIVERA-VEGA-PANTANO
ELODIE;F;S/O;S/S
ELOI;M;S/O;S/S
ELOISA;F;TEUTON;"LATINIZACION DEL FRANCES ""HELOISE"""
ELOISE;F;S/O;S/S
ELOY;M;S/O;S/S
ELPIDIO;M;GRIEGO;ESPERANZADO, ENTRE LOS SANTOS DE ESTE NOM-BRE, UN ABAD DE ANCONA EN EL SIGLO V.
ELSA;F;INGLES;VARIANTE GERMANICA DE ELISA O ELISABETH, APOCOPE DE ELIZABETH
ELSE;F;S/O;S/S
ELSIO;M;S/O;S/S
ELSIRA;F;S/O;S/S
ELTON;M;S/O;S/S
ELU;F;S/O;S/S
ELUHUEI;A;S/O;S/S
ELUNEY;A;S/O;S/S
ELVIA;F;LATINO;DE COLOR AMARILLO ESPOSA DE SENECA ELRETORICO
ELVIN;M;S/O;S/S
ELVINA;F;S/O;S/S
ELVIO;M;S/O;S/S
ELVIRA;F;GERMANICO;DE AFABLE ALEGRIA, LA SEÑORA PRINCESA-DEBE SU DIFUSION EN ESPAÑA A LAS RUINAS DE ESTE NOMBRE
ELVIS;M;S/O;S/S
ELY;A;S/O;S/S
ELYSIA;F;S/O;S/S
EMA;F;GERMANICO;"HIPOCORISTICOS DE NOMBRES CUYO PRIMERELEMENTO ERA""ERMIN"", ""IRMIN"""
EMANUEL;M;S/O;VARIANTE DE MANUEL
EMANUELA;F;S/O;S/S
EMANUELE;M;S/O;S/S
EMBER;F;S/O;S/S
EMELIA;F;S/O;EMELI ES EL APOCOPE DEL NOMBRE DEL SANTORAL, SANTA EMELIAMARTIR, NACIO EN CAPADOCIA Y MURIO EN LA PROVINCIA ROMANA DEL PONTO EN373
EMELIE;F;S/O;S/S
EMELINA;F;GRIEGO;ARMONIA-AFINACION EN LOS ACORDES DEL CANTO
EMERALD;F;S/O;S/S
EMERENCIANO;M;LATINO;"DEL LATIN""EMERENTIANUS"", PATRONIMICO DE""EMERENTIUS"", DERIVADO DE ""EMERENS"" MERECER, ADQUIRIR UN DERECHO SOBREALGO"
EMERIO;M;S/O;S/S
EMERITA;F;LATINO;S/S
EMERSON;M;S/O;S/S
EMERY;M;S/O;S/S
EMETERIO;M;GRIEGO;MEDIA FIERA-SEMI LEON, EL QUE MERECE CARIÑO, EL QUE ES COMO NOSOTROS, SAN EMETERIO, SOLDADO MARTIR EN CALAHORRA(LOGROÑO) A FINES DEL SIGLO III
EMI;F;S/O;S/S
EMIGDIO;M;GRIEGO;DE PIEL MORENA
EMIL;M;S/O;S/S
EMILCE;F;S/O;S/S
EMILDA;F;S/O;S/S
EMILIA;F;S/O;S/S
EMILIANA;F;S/O;S/S
EMILIANO;M;S/O;VARIEDAD DE EMILIO
EMILIE;F;S/O;S/S
EMILIO;M;LATINO;"DEL LATIN ""AEMILIUS"", NOMBRE DE UNA GENS ROMANA, EL QUE SE ESFUERZA EN EL TRABAJO, EL TRABAJADOR AUDAZ"
EMILSE;F;S/O;S/S
EMILY;F;S/O;S/S
EMIR;M;S/O;S/S
EMIRI;F;S/O;S/S
EMMA;F;S/O;S/S
EMMANUEL;M;HEBREO;"DIOS CON NOSOTROS, ES EL NOMBRE SIMBOLICODEL MESIAS""HE AQUI QUE LA VIRGEN CONCIBE Y DA A LUZ UN HIJO Y LE DARAPOR NOMBRE EMMANUEL"""
EMMANUELLE;F;S/O;S/S
EMMETT;M;S/O;S/S
EMPERATRIZ;F;LATINO;SOBERANA-JEFE, COMO NOMBRE DE PILA PARECEUN SUPERLATIVO DE REINA
ENA;F;S/O;S/S
ENADIO;M;S/O;S/S
ENARA;F;S/O;S/S
ENCARNACION;F;S/O;NOMBRE MISTICO QUE SE REFIERE AL MISTERIO CRISTIANO DELVERBO QUE SE HACE CARNE
ENDORA;F;S/O;S/S
ENEAS;M;GRIEGO;EL QUE ES ALABADO, HEROE GRIEGO, NOMBRE DEUN ENFERMO HELENISTA A QUIEN PEDRO EN LIDDA CURO DE UNA PARALISIS QUELE HABIA DURADO 8 AÑOS
ENEDINA;F;S/O;S/S
ENEIDA;F;LATINO;"DEL LATIN ""AENEIS""DEL FAMOSO POEMA EPICODE VIRGILIO, CUYO HEROE ES ENEAS"
ENELSA;F;S/O;S/S
ENEO;M;S/O;S/S
ENEYEN;A;S/O;S/S
ENGELBERTO;M;GERMANICO;EL BRILLO DE LOS ANGLOS, SAN ENGELBERTOOBISPO DE COLONIA EN EL SIGLO XIII
ENGRACIA;F;LATINO;"DEL LATIN IN GRATIA (DOMINI) ""LA QUE ES-TA EN LA GRACIA DEL SEÑOR""-EL QUE ES FELIZ CON LA PRESENCIA DE DIOS ENSU CUERPO-DAMA LUSITANA MARTIR DE ZARAGOZA, A PRINCIPIOS DEL SIGLO IV"
ENID;F;S/O;S/S
ENIO;M;S/O;DIVINIDAD SECUNDARIA DE LA GUERRA
ENNATA;F;S/O;S/S
ENNIO;M;S/O;S/S
ENNIS;M;S/O;S/S
ENOC;M;S/O;S/S
ENOCH;M;HEBREO;CONSAGRACION-CONSAGRADO A DIOS-PERSONAJEBIBLICO PADRE DE MATUSALEN
ENODIO;M;S/O;S/S
ENOLA;F;S/O;S/S
ENRICA;F;S/O;S/S
ENRICO;M;S/O;S/S
ENRIQUE;M;GERMANICO;"SEÑOR DEL SOTO, PROVENIENTE DEL ALEMANANTIGUO ""HAIMRICH"" DE ""HAIM""PATRIA, ENRIQUE II EMPERADOR DE ALEMANIA, EL PRINCIPE EN SU TIERRA."
ENRIQUETA;F;S/O;S/S
ENUEL;M;S/O;S/S
ENYA;F;S/O;S/S
ENYETO;M;S/O;S/S
ENZO;M;LATINO;S/S
EOIN;M;S/O;S/S
EOLO;M;S/O;S/S
EPHRAIM;M;S/O;S/S
EPICURO;M;GRIEGO;QUE VIENE EN SOCORRO
EPIFANIA;F;LATINO;EN LA EDAD MEDIA LOS NOMBRES DE FIESTASCRISTIANAS SE HICIERON APELLIDOS PATRONIMICOS
EPIFANIO;M;S/O;S/S
EPIGMENO;M;S/O;S/S
EPIMACO;M;GRIEGO;FACIL DE ATACAR, FACIL DE EXPURGAR, SAN E-PIMACO, MARTIR EN ROMA EN EL SIGLO IV
EPIMENIDES;M;S/O;S/S
EPISTEMA;F;S/O;S/S
ERACLIO;M;S/O;VARIANTE DE HERACLIO
ERANTHE;F;S/O;S/S
ERARDO;M;GERMANICO;AUDAZ EN EL HONOR-EL HOMENAJEADO,  SANERARDO, OBISPO DE RATISBONA EN EL SIGLO VII
ERASMA;F;S/O;S/S
ERASMO;M;GRIEGO;AMABLE-DESEABLE-AMABLE CON TODOS SUS SEMEJANTES-SAN ERASMO-OBISPO Y MARTIR DEL SIGLO IV
ERASMUS;M;S/O;S/S
ERASTOSTENES;M;S/O;S/S
ERASTUS;M;S/O;S/S
ERCILIA;F;GRIEGO;LA REFUGIADA
EREBO;M;S/O;S/S
EREK;M;S/O;S/S
ERGASTO;M;S/O;S/S
ERHARD;M;S/O;S/S
ERIC;M;GERMANICO;S/S
ERICA;F;S/O;S/S
ERICH;M;S/O;S/S
ERICO;M;GERMANICO;S/S
ERIK;M;S/O;S/S
ERIKA;F;S/O;S/S
ERIN;F;S/O;S/S
ERINA;F;S/O;S/S
ERLAND;M;S/O;S/S
ERLINA;F;S/O;S/S
ERLINDA;F;S/O;VARIANTE GRAFICA DE HERLINDA
ERMA;F;S/O;S/S
ERMELANDO;M;S/O;S/S
ERMELINDA;F;S/O;"VARIANTE GRAFICA DE HERMELINDA, DEL GERMANICO HERMELINDEDE ""ERMANS""FUERZA Y ""LIND""ESCUDO"
ERMENILDA;F;GERMANICO;LA BATALLA DE LA FUERZA
ERMIN;F;S/O;S/S
ERMINDO;M;S/O;S/S
ERMINIA;F;GERMANICO;"HIPOCORISTICO DE UNO DE LOS NOMBRESCUYO PRIMER ELEMENTO ES""ERMANA"" ( DE AIRMANA GANADO MAYOR) CARACTERI-ZACION DEL NOMBRE COMUN"
ERMINO;M;S/O;"VARIANTE DE ""ERMINIA"""
ERMINOLDO;M;GERMANICO;EL GOBIERNO DE LA FUERZA
ERNA;F;S/O;S/S
ERNALDO;M;S/O;S/S
ERNEST;M;S/O;S/S
ERNESTINA;F;S/O;"DIMINUTIVO FEMENINO DE ""ERNESTO"""
ERNESTINE;F;S/O;S/S
ERNESTO;M;GERMANICO;FUERTE EN EL COMBATE-EL LUCHADOR DECIDIDO A VENCER
ERNIE;M;S/O;S/S
ERNO;M;S/O;S/S
EROL;M;S/O;S/S
EROS;M;GRIEGO;S/S
EROSTRATO;M;S/O;S/S
EROTEIDA;F;S/O;S/S
ERROL;M;S/O;S/S
ERSKINE;M;S/O;S/S
ERVALDO;M;S/O;S/S
ERVIN;M;S/O;S/S
ERVINA;F;GERMANICO;S/S
ERWIN;M;S/O;S/S
ERYN;F;S/O;S/S
ERYX;M;S/O;S/S
ESAU;M;HEBREO;TOSCO Y VELLUDO-HIJO DE ISAAC Y REBECA, HERMANO MAYOR DE JACOB
ESCIPION;M;LATINO;EL QUE LLEVA BASTON
ESCOLASTICA;F;LATINO;DISCIPULO-ESTUDIANTE-SANTA ESCOLASTICA, HERMANA DE SAN BENITO
ESCUBICULO;M;S/O;S/S
ESCULAPIO;M;GRIEGO;EL MEDICO EL QUE NO DEJA MORIR A LOS GUE-RREROS EN LA BATALLA
ESDRAS;M;HEBREO;DIOS ES AYUDA
ESHE;F;S/O;S/S
ESILDA;F;S/O;S/S
ESIO;M;S/O;S/S
ESIQUIO;M;S/O;S/S
ESLEM;M;S/O;S/S
ESMERALDA;F;GRIEGO;LA QUE IRRADIA PUREZA COMO EL COLOR VERDENOMBRE DE PIEDRA PRECIOSA APLICADO A MUJER
ESMIRNA;F;S/O;S/S
ESMOND;M;S/O;S/S
ESNEL;M;S/O;S/S
ESOPO;M;GRIEGO;DE OJOS ARDIENTES, DE BUEN AUGURIO
ESPECIOSO;M;S/O;S/S
ESPEN;M;S/O;S/S
ESPERANZA;F;LATINO;"LA QUE CONFIA EN DIOS, DEL LATIN ""SPERO""ESPERAR ALGO FAUSTO O INFAUSTO"
ESPERATO;M;S/O;S/S
ESPIN;M;S/O;S/S
ESPINOLO;M;S/O;S/S
ESPIRIDION;M;GRIEGO;EL DE LA CANASTA
ESPOLONO;M;S/O;S/S
ESQUIRION;M;S/O;S/S
ESRA;M;S/O;S/S
ESSIE;F;S/O;S/S
ESSIEN;M;S/O;S/S
ESTANISLAO;M;POLACO;GLORIOSO-EL QUE ES GLORIA DE SU PUEBLO-OBISPO DE CRACOVIA (SIGLO XI) Y PATRONO DE POLONIA
ESTEBAN;M;GRIEGO;S/S
ESTEFANIA;F;GRIEGO;CORONACION, FORMA FEMENINA DE ESTEBAN.
ESTEFANO;M;S/O;S/S
ESTELA;F;LATINO;LA ESTRELLA DEL ALBA-VARIANTE DE ESTRELLA
ESTELLE;F;S/O;S/S
ESTER;F;HEBREO;S/S
ESTER;F;S/O;S/S
ESTHER;F;HEBREO;S/S
ESTHER;F;S/O;S/S
ESTIBALIZ;F;S/O;S/S
ESTILIANO;M;S/O;S/S
ESTRALITA;F;S/O;S/S
ESTRATON;M;GRIEGO;S/S
ESTRELLA;F;LATINO;"DEL LATIN ""STELLA"" ESTRELLA, VIRTUOSA YBELLA, SANTA ESTRELLA VIRGEN Y MARTIR GALA DEL SIGLO III"
ETANA;F;S/O;S/S
ETANIA;F;S/O;S/S
ETBINO;M;S/O;S/S
ETEBERTO;M;S/O;S/S
ETEL;F;ANGLOSAJON;"FEMENINO DE ""AETHEL""ESTIRPE NOBLE"
ETELBERTO;M;S/O;VARIANTE SAJONA DE ADALBERTO,  SAN ETELBERTO, MARTIR EN IN-GLATERRA (SIGLO VII)
ETELCA;F;S/O;S/S
ETELVINA;F;ANGLOSAJON;"FEMENINO DE ""AETHELWIN"", DERIVADO DE""AETHEL""ESTIRPE NOBLE Y WINAMIGO, ES DECIR AMIGO DE LA NOBLEZA, AMIGAFIEL Y NOBLE"
ETELWOLDO;M;S/O;S/S
ETERIO;M;GRIEGO;LIMPIDO COMO EL CIELO-NOMBRE MISTICO RE-PRESENTADO POR EL OBISPO DE AUXERRE
ETEWA;A;S/O;S/S
ETHAN;M;S/O;S/S
ETHANA;F;S/O;S/S
ETHANIEL;M;S/O;S/S
ETHEL;F;S/O;S/S
ETIENNE;M;S/O;S/S
ETNA;F;S/O;S/S
ETON;M;S/O;S/S
ETTA;F;S/O;S/S
ETU;M;S/O;S/S
EU BIN;M;S/O;S/S
EUBERTO;M;S/O;S/S
EUBULO;M;GRIEGO;BUEN CONSEJERO, CRISTIANO DE ROMA
EUCARIO;M;GRIEGO;GRACIOSO-CARITATIVO
EUCARPO;M;GRIEGO;QUE DA BUENOS FRUTOS-SANEUCARPO, MARTIR DE NOCOMEDIA A PRINCIPIOS DEL SIGLO IV
EUCLIDES;M;GRIEGO;MUY CELEBRADO-GEOMETRA ALEJANDRINO DEL SIGLO III A.C.
EUDES;M;S/O;S/S
EUDOCIA;F;S/O;S/S
EUDORA;F;S/O;S/S
EUDORO;M;GRIEGO;HERMOSO REGALO-HIJO DE HERMES Y POLIMELAQUE ACOMPAÑO A PATROCLO EN LA GUERRA DE TROYA, MUERTO ALLI POR PIRECMESLUEGO LO VENGO PATROCLO.GENEROMASCULINO
EUDOXIA;F;S/O;S/S
EUDOXIO;M;GRIEGO;BUEN PENSAMIENTO, QUE TIENE GRAN FAMA-NOMBRE DE 2 EMPERATRICES BIZANTINAS (SIGLOS V-IV)
EUFEMIA;F;S/O;S/S
EUFEMIO;M;GRIEGO;BUEN RENOMBRE
EUFRASIA;F;S/O;S/S
EUFRASIO;M;GRIEGO;EL QUE TIENE FACILIDAD DE PALABRAS, QUEESTA LLENO DE ALEGRIA, SAN EUFRASIO ES UNO DE LOS 7 VARONES, QUE SEGUNLA TRADICION, LOS APOSTOLES PEDRO Y PABLO EVANGELIZARON ESPAÑA
EUFRONIO;M;GRIEGO;DE BUENA MENTE, EL QUE ALEGRA, EL QUE DAPLACER
EUFROSINA;F;GRIEGO;ALEGRE-GOZOSO
EUGENE;M;S/O;S/S
EUGENIA;F;S/O;S/S
EUGENIO;M;GRIEGO;BIEN NACIDO-NOBLE DE NACIMIENTO-DE BUENAESTIRPE
EUKENE;F;S/O;S/S
EULALIA;F;GRIEGO;BIEN HABLADA, LA QUE ES ELOCUENTE AL HABLAREN EL SANTORAL FIGURAN DOS NIÑAS ESPAÑOLAS, UNA DE BARCELONA Y OTRA DEMERIDA MARTIRIZADAS A PRINCIPIOS DEL SIGLO IV
EULALIE;F;S/O;S/S
EULALIO;M;S/O;S/S
EULOGIO;M;GRIEGO;QUE HABLA BIEN, QUE DICE BIENQUE ES BUEN ORADOR, UN OBISPO SICILIANO A PRINCIPIOS DEL SIGLO VI
EUMELIA;F;GRIEGO;LA QUE CANTA BIEN, LA MELODIOSA, MARTIR GALLEGA DEL SIGLO II
EUMENIO;M;GRIEGO;PROPICIO, FAVORABLE, EL BONDADOSO-NOMBRE DEUN GENERAL DE ALEJANDRO MAGNO
EUN BIN;M;S/O;S/S
EUNICE;F;GRIEGO;LA VICTORIOSA
EUNICIANO;M;S/O;DE EUNICE-EN EL SANTORAL, UN MARTIR EN CRETA A MEDIADOSDEL SIGLO III
EUNO;M;GRIEGO;INTELECTO, RAZON, ENTENDIMIENTO
EUNOMIA;F;GRIEGO;BUEN ORDEN-EN LA MITOLOGIA UNA HIJA DE TEMIS, LA JUSTICIA
EUPILO;M;GRIEGO;DE BUENA ACOGIDA-MARTIR SICILIANO DEL SIGLO IV
EUPREPIA;F;S/O;S/S
EUPREPIO;M;GRIEGO;DECENTE, CONVENIENTE
EUPREPITO;M;S/O;S/S
EUPSIQUIO;M;GRIEGO;DE ALMA BUENA, VALEROSO, SAN EUPSIQUIO MARTIR EN ASIA MENOR EN EL SIGLO II
EUQUERIO;M;GRIEGO;DE BUENA MANO-UN OBISPO DE ORLEANS DELSIGLO VIII
EURICO;M;GERMANICO;NOMBRE DE UNREY VISIGODO DEL SIGLO VINICIADOR DE LA CONQUISTA DE ESPAÑA
EURIDICE;F;GRIEGO;S/S
EURIPIDES;M;GRIEGO;S/S
EURO;M;S/O;S/S
EUSEBIA;F;S/O;S/S
EUSEBIO;M;GRIEGO;PIADOSO, CORRESPONDE TAMBIEN AL NOMBRE PIOENTRE LOS SANTOS DE ESTE NOMBRE HAY UN PAPA DEL SIGLO IV
EUSIQUIO;M;S/O;VARIANTE DE EUPSIQUIO-EN EL SANTORAL DOS MARTIRTES MICRO-ASIATICOS DEL SIGLO IV
EUSTACIA;F;S/O;S/S
EUSTACIO;M;GRIEGO;SOLIDAMENTE FUNDADO, SOLIDAMENTE CONSTRUIDOFIRME Y CONSTANTE, SAN EUSTACIO, OBISPO MARTIRIZADO EN ANCIRA
EUSTAQUIO;M;GRIEGO;BIEN ESPIGADO, UN SOLDADO ROMANO MARTIR ENEL SIGLO II
EUSTASIO;M;GRIEGO;EL QUE ES SANO Y FUERTE
EUSTATO;M;S/O;S/S
EUSTELIA;F;S/O;VARIANTE DE EUSTOLIA-SANTA EUSTELIA, VIRGEN MARTIRIZADA ENCONSTANTINOPLA
EUSTERIO;M;S/O;S/S
EUSTOQUIA;F;S/O;S/S
EUSTOQUIO;M;GRIEGO;BUEN TIRADOR, UN HOMBRE HABIL, EL DE FRIAINTELIGENCIA
EUSTORGIO;M;GRIEGO;BIEN AMADO
EUSTOSIO;M;LATINO;VARIANTE DE EUSTAQUIO
EUSTRATO;M;GRIEGO;BUEN SOLDADO, MARTIR DE ARMENIA A PRINCIPIOS DEL SIGLO IV
EUSTREMONIO;M;S/O;S/S
EUTERPE;F;S/O;S/S
EUTIMIO;M;GRIEGO;ANIMADO-ALEGRE- EUTIMIO EL GRANDE-CENOBITAARMENIO DEL SIGLO V
EUTIQUES;M;S/O;S/S
EUTIQUIANO;M;S/O;S/S
EUTIQUIO;M;GRIEGO;AFORTUNADO-DISCIPULO DE SAN JUAN EVANGELISTA MARTIRIZADO EN EL SIGLO II
EUTRAPIA;F;S/O;S/S
EUTRAPIO;M;GRIEGO;VOLVER-CAMBIAR-TROCAR
EUTROPIA;F;S/O;S/S
EUTROPIO;M;GRIEGO;VERSATIL-TORNADIZO-EL QUE ES ALEGRE, DE BUENGENIO RELIGIOSO Y ESCRITOR ESPAÑOL DEL SIGLO VI
EUVALDO;M;S/O;S/S
EVA;F;HEBREO;DAR LA VIDA-NOMBRE DE LA PRIMERA MUJER
EVACSA;F;S/O;S/S
EVADNE;F;S/O;S/S
EVAGRIO;M;S/O;S/S
EVAN;M;S/O;S/S
EVANA;F;S/O;S/S
EVANDER;M;S/O;S/S
EVANDO;M;S/O;S/S
EVANGELINA;F;GRIEGO;LA QUE LLEVA LA BUENA VIDA
EVANGELINE;F;S/O;S/S
EVANGELINO;M;S/O;S/S
EVANGELISTA;M;S/O;S/S
EVANS;M;S/O;S/S
EVANTHE;F;S/O;S/S
EVARISTO;M;GRIEGO;MUY AGRADABLE-EL EXCELENTE
EVASIO;M;S/O;S/S
EVE;F;S/O;S/S
EVELIA;F;GRIEGO;LUMINOSA-ALEGRE-VARIANTE DE EVA Y DEVELIA
EVELINA;F;S/O;AGRADABLE-GRATA-VARIANTE DE EVA
EVELINE;F;S/O;S/S
EVELIO;M;S/O;S/S
EVELYN;F;S/O;S/S
EVENCIO;M;LATINO;TENER EXITO, SUERTE O DESTINO
EVER;M;S/O;S/S
EVERARDO;M;GERMANICO;JABALI FUERTE-SAN EVERARDO MISIONEROEN ALEMANIA (SIGLO VII)
EVERETT;M;S/O;S/S
EVERGISTO;M;S/O;S/S
EVERMODO;M;S/O;S/S
EVERTON;M;S/O;S/S
EVETTE;F;S/O;S/S
EVILASIO;M;S/O;S/S
EVITA;F;S/O;S/S
EVODIO;M;GRIEGO;S/S
EVONNE;F;S/O;S/S
EVORA;F;S/O;S/S
EVRARDO;M;S/O;CONTRACCION DE EVERARDO , ABAD FRANCES DEL SIGLO IX
EVRULFO;M;GERMANICO;JABALI-SAN EVRULFO, ABAD NORMANDO DELSIGLO VIII
EXALTACION;F;S/O;S/S
EXANTO;M;S/O;S/S
EXEQUIEL;M;S/O;S/S
EXPECTACION;F;S/O;FIESTA CATOLICA ESPAÑOLA, TAMBIEN CONOCIDA COMO NTRA.SRA.DE LA O
EXPEDITO;M;LATINO;S/S
EXUPERANCIA;F;S/O;S/S
EXUPERANCIO;M;LATINO;EL QUE SOBRESALE-EXCELENTE-SUPERIOR.MARTIR DE ESPOLETO DEL SIGLO IV
EXUPERIA;F;S/O;S/S
EXUPERIO;M;LATINO;EL QUE EXCEDE EL QUE SUPERA
EYAL;M;S/O;S/S
EYEN;A;S/O;S/S
EYOTA;F;S/O;S/S
EZEKIEL;M;S/O;S/S
EZEQUIAS;M;HEBREO;YAHVEH ES MI FORTALEZA, REY DE JUDA, HIJODE AZAZ Y DE ABI, SU ESPOSA SE LLAMABA JEBSIBAH
EZEQUIEL;M;HEBREO;S/S
EZILDA;F;S/O;S/S
